marker_value,marker_type,Colère,Dégoût,Joie,Peur,Surprise,Tristesse,Admiration,Culpabilité,Embarras,Fierté,Jalousie,total_count,P(Colère),P(Dégoût),P(Joie),P(Peur),P(Surprise),P(Tristesse),P(Admiration),P(Culpabilité),P(Embarras),P(Fierté),P(Jalousie),entropy,normalized_entropy
quelque,word,4.0,0.0,4.0,4.0,1.0,5.0,0.0,0.0,3.0,2.0,0.0,23.0,0.17391304347826086,0.0,0.17391304347826086,0.17391304347826086,0.043478260869565216,0.21739130434782608,0.0,0.0,0.13043478260869565,0.08695652173913043,0.0,2.681625957074392,0.7751637415312489
y,word,10.0,1.0,12.0,16.0,7.0,7.0,3.0,0.0,0.0,3.0,0.0,59.0,0.1694915254237288,0.01694915254237288,0.2033898305084746,0.2711864406779661,0.11864406779661017,0.11864406779661017,0.05084745762711865,0.0,0.0,0.05084745762711865,0.0,2.6783790685031823,0.7742251802503386
son,lemma,139.0,11.0,69.0,97.0,18.0,66.0,13.0,1.0,8.0,28.0,1.0,451.0,0.3082039911308204,0.024390243902439025,0.15299334811529933,0.21507760532150777,0.03991130820399113,0.14634146341463414,0.028824833702882482,0.0022172949002217295,0.017738359201773836,0.06208425720620843,0.0022172949002217295,2.6751507935868903,0.7732919995223543
jamais,word,5.0,0.0,3.0,4.0,11.0,13.0,4.0,0.0,1.0,1.0,1.0,43.0,0.11627906976744186,0.0,0.06976744186046512,0.09302325581395349,0.2558139534883721,0.3023255813953488,0.09302325581395349,0.0,0.023255813953488372,0.023255813953488372,0.023255813953488372,2.6698928449940804,0.7717721115255853
as,word,4.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,14.0,0.2857142857142857,0.0,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,2.6644977792004614,0.7702125877689793
me,word,9.0,2.0,3.0,7.0,1.0,7.0,0.0,2.0,2.0,0.0,0.0,33.0,0.2727272727272727,0.06060606060606061,0.09090909090909091,0.21212121212121213,0.030303030303030304,0.21212121212121213,0.0,0.06060606060606061,0.06060606060606061,0.0,0.0,2.6629643792387343,0.7697693357753668
me,lemma,9.0,2.0,3.0,7.0,1.0,7.0,0.0,2.0,2.0,0.0,0.0,33.0,0.2727272727272727,0.06060606060606061,0.09090909090909091,0.21212121212121213,0.030303030303030304,0.21212121212121213,0.0,0.06060606060606061,0.06060606060606061,0.0,0.0,2.6629643792387343,0.7697693357753668
peu,word,6.0,2.0,4.0,15.0,10.0,16.0,0.0,1.0,2.0,2.0,0.0,58.0,0.10344827586206896,0.034482758620689655,0.06896551724137931,0.25862068965517243,0.1724137931034483,0.27586206896551724,0.0,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.0,2.6625945315529456,0.7696624258183102
peu,lemma,6.0,2.0,4.0,15.0,10.0,16.0,0.0,1.0,2.0,2.0,0.0,58.0,0.10344827586206896,0.034482758620689655,0.06896551724137931,0.25862068965517243,0.1724137931034483,0.27586206896551724,0.0,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.0,2.6625945315529456,0.7696624258183102
du,word,62.0,3.0,33.0,35.0,28.0,42.0,3.0,0.0,2.0,15.0,0.0,223.0,0.27802690582959644,0.013452914798206279,0.14798206278026907,0.15695067264573992,0.12556053811659193,0.18834080717488788,0.013452914798206279,0.0,0.008968609865470852,0.06726457399103139,0.0,2.660332696832123,0.7690086089575758
sentir,lemma,3.0,0.0,8.0,4.0,1.0,5.0,0.0,1.0,3.0,0.0,1.0,26.0,0.11538461538461539,0.0,0.3076923076923077,0.15384615384615385,0.038461538461538464,0.19230769230769232,0.0,0.038461538461538464,0.11538461538461539,0.0,0.038461538461538464,2.657385276650179,0.7681566134545963
réussi,word,0.0,0.0,4.0,0.0,1.0,2.0,1.0,2.0,2.0,3.0,0.0,15.0,0.0,0.0,0.26666666666666666,0.0,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.2,0.0,2.6565647621309543,0.7679194315676053
gagner,word,1.0,0.0,3.0,3.0,2.0,0.0,2.0,1.0,0.0,4.0,0.0,16.0,0.0625,0.0,0.1875,0.1875,0.125,0.0,0.125,0.0625,0.0,0.25,0.0,2.6556390622295662,0.7676518442863881
très,word,65.0,1.0,24.0,69.0,14.0,32.0,14.0,1.0,7.0,10.0,0.0,237.0,0.2742616033755274,0.004219409282700422,0.10126582278481013,0.2911392405063291,0.05907172995780591,0.1350210970464135,0.05907172995780591,0.004219409282700422,0.029535864978902954,0.04219409282700422,0.0,2.6463048581693953,0.7649536542109191
très,lemma,65.0,1.0,24.0,69.0,14.0,32.0,14.0,1.0,7.0,10.0,0.0,237.0,0.2742616033755274,0.004219409282700422,0.10126582278481013,0.2911392405063291,0.05907172995780591,0.1350210970464135,0.05907172995780591,0.004219409282700422,0.029535864978902954,0.04219409282700422,0.0,2.6463048581693953,0.7649536542109191
à,lemma,174.0,4.0,74.0,102.0,34.0,77.0,15.0,2.0,20.0,20.0,0.0,522.0,0.3333333333333333,0.007662835249042145,0.1417624521072797,0.19540229885057472,0.06513409961685823,0.1475095785440613,0.028735632183908046,0.0038314176245210726,0.038314176245210725,0.038314176245210725,0.0,2.644465603502921,0.7644219903802003
',punctuation,95.0,8.0,24.0,40.0,32.0,49.0,4.0,5.0,4.0,7.0,0.0,268.0,0.35447761194029853,0.029850746268656716,0.08955223880597014,0.14925373134328357,0.11940298507462686,0.1828358208955224,0.014925373134328358,0.018656716417910446,0.014925373134328358,0.026119402985074626,0.0,2.64282645204461,0.763948169348595
voir,word,8.0,2.0,8.0,3.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,29.0,0.27586206896551724,0.06896551724137931,0.27586206896551724,0.10344827586206896,0.034482758620689655,0.10344827586206896,0.034482758620689655,0.0,0.0,0.10344827586206896,0.0,2.641958150076179,0.763697173790899
seul,word,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,9.0,0.3333333333333333,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,2.6416041678685933,0.7635948499855436
fait,word,26.0,1.0,11.0,14.0,8.0,20.0,2.0,0.0,1.0,3.0,1.0,87.0,0.2988505747126437,0.011494252873563218,0.12643678160919541,0.16091954022988506,0.09195402298850575,0.22988505747126436,0.022988505747126436,0.0,0.011494252873563218,0.034482758620689655,0.011494252873563218,2.6410860385453283,0.7634450770227038
avait,word,24.0,1.0,8.0,10.0,10.0,4.0,3.0,0.0,3.0,2.0,0.0,65.0,0.36923076923076925,0.015384615384615385,0.12307692307692308,0.15384615384615385,0.15384615384615385,0.06153846153846154,0.046153846153846156,0.0,0.046153846153846156,0.03076923076923077,0.0,2.6379457065764247,0.7625373175075322
celui,lemma,8.0,1.0,2.0,7.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,27.0,0.2962962962962963,0.037037037037037035,0.07407407407407407,0.25925925925925924,0.037037037037037035,0.18518518518518517,0.037037037037037035,0.0,0.037037037037037035,0.037037037037037035,0.0,2.6341050973916156,0.7614271324805705
chose,word,6.0,0.0,4.0,4.0,1.0,6.0,0.0,0.0,3.0,2.0,0.0,26.0,0.23076923076923078,0.0,0.15384615384615385,0.15384615384615385,0.038461538461538464,0.23076923076923078,0.0,0.0,0.11538461538461539,0.07692307692307693,0.0,2.6321921215711948,0.7608741584572901
de,word,472.0,31.0,184.0,296.0,83.0,170.0,33.0,2.0,33.0,61.0,1.0,1366.0,0.34553440702781846,0.022693997071742314,0.13469985358711567,0.21669106881405564,0.06076134699853587,0.12445095168374817,0.024158125915080528,0.0014641288433382138,0.024158125915080528,0.04465592972181552,0.0007320644216691069,2.6222198631102667,0.7579915292972849
qu,word,28.0,1.0,13.0,36.0,19.0,18.0,2.0,0.0,3.0,5.0,0.0,125.0,0.224,0.008,0.104,0.288,0.152,0.144,0.016,0.0,0.024,0.04,0.0,2.6220822449552035,0.7579517487291934
être,lemma,319.0,12.0,105.0,238.0,69.0,178.0,22.0,5.0,32.0,37.0,0.0,1017.0,0.3136676499508358,0.011799410029498525,0.10324483775811209,0.23402163225172073,0.06784660766961652,0.1750245821042281,0.021632251720747297,0.004916420845624385,0.03146509341199607,0.03638151425762045,0.0,2.620514750814903,0.7574986413077731
même,lemma,18.0,3.0,9.0,10.0,40.0,16.0,3.0,1.0,2.0,3.0,0.0,105.0,0.17142857142857143,0.02857142857142857,0.08571428571428572,0.09523809523809523,0.38095238095238093,0.1523809523809524,0.02857142857142857,0.009523809523809525,0.01904761904761905,0.02857142857142857,0.0,2.619492733953732,0.7572032121813048
petit,lemma,4.0,0.0,15.0,7.0,4.0,8.0,0.0,1.0,2.0,3.0,0.0,44.0,0.09090909090909091,0.0,0.3409090909090909,0.1590909090909091,0.09090909090909091,0.18181818181818182,0.0,0.022727272727272728,0.045454545454545456,0.06818181818181818,0.0,2.6183013711215137,0.756858831091128
tête,lemma,1.0,0.0,2.0,6.0,2.0,3.0,0.0,0.0,3.0,2.0,0.0,19.0,0.05263157894736842,0.0,0.10526315789473684,0.3157894736842105,0.10526315789473684,0.15789473684210525,0.0,0.0,0.15789473684210525,0.10526315789473684,0.0,2.615319618251277,0.7559969112155701
fou,lemma,9.0,1.0,5.0,4.0,7.0,1.0,1.0,0.0,3.0,0.0,0.0,31.0,0.2903225806451613,0.03225806451612903,0.16129032258064516,0.12903225806451613,0.22580645161290322,0.03225806451612903,0.03225806451612903,0.0,0.0967741935483871,0.0,0.0,2.6140241347744775,0.7556224325093515
la,word,218.0,12.0,114.0,220.0,42.0,80.0,24.0,2.0,11.0,46.0,0.0,769.0,0.2834850455136541,0.015604681404421327,0.1482444733420026,0.28608582574772434,0.054616384915474644,0.10403120936280884,0.031209362808842653,0.002600780234070221,0.014304291287386216,0.05981794538361508,0.0,2.6118845102649906,0.7550039423221311
mes,word,3.0,1.0,2.0,5.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,19.0,0.15789473684210525,0.05263157894736842,0.10526315789473684,0.2631578947368421,0.21052631578947367,0.15789473684210525,0.0,0.0,0.05263157894736842,0.0,0.0,2.6100635408770723,0.7544775641222823
grand,lemma,12.0,0.0,22.0,8.0,13.0,3.0,6.0,0.0,0.0,11.0,0.0,75.0,0.16,0.0,0.29333333333333333,0.10666666666666667,0.17333333333333334,0.04,0.08,0.0,0.0,0.14666666666666667,0.0,2.6081363936157573,0.7539204936339012
de,lemma,662.0,37.0,242.0,386.0,124.0,235.0,41.0,2.0,41.0,90.0,2.0,1862.0,0.35553168635875404,0.01987110633727175,0.12996777658431793,0.20730397422126745,0.06659505907626208,0.12620837808807733,0.02201933404940924,0.0010741138560687433,0.02201933404940924,0.04833512352309345,0.0010741138560687433,2.6080261730154635,0.7538886327352207
vraiment,lemma,1.0,2.0,3.0,8.0,2.0,7.0,2.0,0.0,0.0,1.0,0.0,26.0,0.038461538461538464,0.07692307692307693,0.11538461538461539,0.3076923076923077,0.07692307692307693,0.2692307692307692,0.07692307692307693,0.0,0.0,0.038461538461538464,0.0,2.6078869505808346,0.7538483884263352
vraiment,word,1.0,2.0,3.0,8.0,2.0,7.0,2.0,0.0,0.0,1.0,0.0,26.0,0.038461538461538464,0.07692307692307693,0.11538461538461539,0.3076923076923077,0.07692307692307693,0.2692307692307692,0.07692307692307693,0.0,0.0,0.038461538461538464,0.0,2.6078869505808346,0.7538483884263352
petit,word,4.0,0.0,10.0,3.0,2.0,4.0,0.0,1.0,2.0,1.0,0.0,27.0,0.14814814814814814,0.0,0.37037037037037035,0.1111111111111111,0.07407407407407407,0.14814814814814814,0.0,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.0,2.6076960780509832,0.7537932138916448
tous,word,12.0,4.0,12.0,5.0,2.0,5.0,2.0,0.0,0.0,1.0,0.0,43.0,0.27906976744186046,0.09302325581395349,0.27906976744186046,0.11627906976744186,0.046511627906976744,0.11627906976744186,0.046511627906976744,0.0,0.0,0.023255813953488372,0.0,2.6063024066513685,0.753390352510571
que,lemma,65.0,4.0,18.0,46.0,32.0,16.0,5.0,0.0,2.0,13.0,0.0,201.0,0.32338308457711445,0.01990049751243781,0.08955223880597014,0.22885572139303484,0.15920398009950248,0.07960199004975124,0.024875621890547265,0.0,0.009950248756218905,0.06467661691542288,0.0,2.604724503807263,0.7529342362989931
grand,word,2.0,0.0,5.0,4.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,20.0,0.1,0.0,0.25,0.2,0.2,0.05,0.15,0.0,0.0,0.05,0.0,2.6037016960573482,0.7526385785544074
premier,lemma,2.0,0.0,9.0,2.0,8.0,3.0,5.0,0.0,0.0,5.0,0.0,34.0,0.058823529411764705,0.0,0.2647058823529412,0.058823529411764705,0.23529411764705882,0.08823529411764706,0.14705882352941177,0.0,0.0,0.14705882352941177,0.0,2.6020659746615777,0.7521657490332345
moi,lemma,7.0,0.0,1.0,3.0,1.0,4.0,1.0,1.0,0.0,2.0,0.0,20.0,0.35,0.0,0.05,0.15,0.05,0.2,0.05,0.05,0.0,0.1,0.0,2.6016094970590276,0.7520337974143354
que,word,65.0,4.0,18.0,46.0,31.0,16.0,5.0,0.0,2.0,12.0,0.0,199.0,0.32663316582914576,0.020100502512562814,0.09045226130653267,0.23115577889447236,0.15577889447236182,0.08040201005025126,0.02512562814070352,0.0,0.010050251256281407,0.06030150753768844,0.0,2.5974000780485853,0.7508170024391827
ce,lemma,103.0,2.0,28.0,42.0,19.0,27.0,11.0,3.0,8.0,9.0,0.0,252.0,0.4087301587301587,0.007936507936507936,0.1111111111111111,0.16666666666666666,0.07539682539682539,0.10714285714285714,0.04365079365079365,0.011904761904761904,0.031746031746031744,0.03571428571428571,0.0,2.5954411556102785,0.7502507468647833
jo,lemma,3.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,11.0,0.2727272727272727,0.0,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,2.59490661824394,0.7500962309138223
jo,word,3.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,11.0,0.2727272727272727,0.0,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,2.59490661824394,0.7500962309138223
non,word,6.0,1.0,1.0,1.0,4.0,6.0,0.0,1.0,2.0,0.0,0.0,22.0,0.2727272727272727,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.18181818181818182,0.2727272727272727,0.0,0.045454545454545456,0.09090909090909091,0.0,0.0,2.5949066182439395,0.7500962309138222
non,lemma,6.0,1.0,1.0,1.0,4.0,6.0,0.0,1.0,2.0,0.0,0.0,22.0,0.2727272727272727,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.18181818181818182,0.2727272727272727,0.0,0.045454545454545456,0.09090909090909091,0.0,0.0,2.5949066182439395,0.7500962309138222
d,word,150.0,4.0,55.0,98.0,32.0,36.0,14.0,1.0,10.0,24.0,0.0,424.0,0.35377358490566035,0.009433962264150943,0.12971698113207547,0.23113207547169812,0.07547169811320754,0.08490566037735849,0.0330188679245283,0.0023584905660377358,0.02358490566037736,0.05660377358490566,0.0,2.5929728072319733,0.7495372341695165
monde,lemma,4.0,1.0,18.0,5.0,6.0,2.0,2.0,0.0,1.0,12.0,0.0,51.0,0.0784313725490196,0.0196078431372549,0.35294117647058826,0.09803921568627451,0.11764705882352941,0.0392156862745098,0.0392156862745098,0.0,0.0196078431372549,0.23529411764705882,0.0,2.590119155434648,0.7487123438083508
monde,word,4.0,1.0,18.0,5.0,6.0,2.0,2.0,0.0,1.0,12.0,0.0,51.0,0.0784313725490196,0.0196078431372549,0.35294117647058826,0.09803921568627451,0.11764705882352941,0.0392156862745098,0.0392156862745098,0.0,0.0196078431372549,0.23529411764705882,0.0,2.590119155434648,0.7487123438083508
français,lemma,5.0,0.0,3.0,5.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0,21.0,0.23809523809523808,0.0,0.14285714285714285,0.23809523809523808,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.0,0.0,0.19047619047619047,0.0,2.5840236870150894,0.746950358288325
ce,word,50.0,1.0,10.0,16.0,13.0,17.0,4.0,1.0,5.0,4.0,0.0,121.0,0.4132231404958678,0.008264462809917356,0.08264462809917356,0.1322314049586777,0.10743801652892562,0.14049586776859505,0.03305785123966942,0.008264462809917356,0.04132231404958678,0.03305785123966942,0.0,2.5832077368685065,0.746714495800919
moi,word,7.0,0.0,1.0,2.0,1.0,4.0,1.0,1.0,0.0,2.0,0.0,19.0,0.3684210526315789,0.0,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.21052631578947367,0.05263157894736842,0.05263157894736842,0.0,0.10526315789473684,0.0,2.5820599105802575,0.7463826995942632
air,lemma,4.0,1.0,4.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,16.0,0.25,0.0625,0.25,0.125,0.1875,0.0625,0.0,0.0,0.0625,0.0,0.0,2.577819531114783,0.7451569550405539
venir,lemma,7.0,0.0,7.0,6.0,2.0,3.0,0.0,0.0,1.0,3.0,0.0,29.0,0.2413793103448276,0.0,0.2413793103448276,0.20689655172413793,0.06896551724137931,0.10344827586206896,0.0,0.0,0.034482758620689655,0.10344827586206896,0.0,2.570997584180664,0.7431849701348929
seul,lemma,3.0,0.0,0.0,2.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,13.0,0.23076923076923078,0.0,0.0,0.15384615384615385,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.0,2.5654483718208256,0.7415808880278951
devenir,lemma,4.0,0.0,3.0,6.0,3.0,6.0,0.0,0.0,1.0,1.0,0.0,24.0,0.16666666666666666,0.0,0.125,0.25,0.125,0.25,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,2.5629072918469555,0.7408463511865885
cela,lemma,34.0,2.0,10.0,14.0,7.0,14.0,2.0,0.0,2.0,3.0,0.0,88.0,0.38636363636363635,0.022727272727272728,0.11363636363636363,0.1590909090909091,0.07954545454545454,0.1590909090909091,0.022727272727272728,0.0,0.022727272727272728,0.03409090909090909,0.0,2.559371080846789,0.739824156968002
-,punctuation,59.0,2.0,20.0,54.0,16.0,19.0,5.0,2.0,7.0,2.0,0.0,186.0,0.3172043010752688,0.010752688172043012,0.10752688172043011,0.2903225806451613,0.08602150537634409,0.10215053763440861,0.026881720430107527,0.010752688172043012,0.03763440860215054,0.010752688172043012,0.0,2.5593191626607656,0.7398091492465764
le,lemma,665.0,35.0,265.0,475.0,92.0,180.0,53.0,4.0,33.0,104.0,0.0,1906.0,0.34889821615949634,0.018363064008394544,0.1390346274921301,0.24921301154249736,0.048268625393494226,0.0944386149003148,0.027806925498426022,0.002098635886673662,0.017313746065057714,0.05456453305351522,0.0,2.556474685678832,0.7389869110018286
ça,word,37.0,3.0,10.0,16.0,7.0,16.0,2.0,0.0,2.0,3.0,0.0,96.0,0.3854166666666667,0.03125,0.10416666666666667,0.16666666666666666,0.07291666666666667,0.16666666666666666,0.020833333333333332,0.0,0.020833333333333332,0.03125,0.0,2.552355053472459,0.7377960702335997
aussi,word,8.0,1.0,3.0,8.0,8.0,5.0,2.0,0.0,0.0,0.0,0.0,35.0,0.22857142857142856,0.02857142857142857,0.08571428571428572,0.22857142857142856,0.22857142857142856,0.14285714285714285,0.05714285714285714,0.0,0.0,0.0,0.0,2.5474393604706727,0.7363751162898063
aussi,lemma,8.0,1.0,3.0,8.0,8.0,5.0,2.0,0.0,0.0,0.0,0.0,35.0,0.22857142857142856,0.02857142857142857,0.08571428571428572,0.22857142857142856,0.22857142857142856,0.14285714285714285,0.05714285714285714,0.0,0.0,0.0,0.0,2.5474393604706727,0.7363751162898063
avant,word,3.0,1.0,2.0,7.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,27.0,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.25925925925925924,0.18518518518518517,0.25925925925925924,0.07407407407407407,0.0,0.0,0.0,0.0,2.544980210111367,0.7356642624183041
avant,lemma,3.0,1.0,2.0,7.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,27.0,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.25925925925925924,0.18518518518518517,0.25925925925925924,0.07407407407407407,0.0,0.0,0.0,0.0,2.544980210111367,0.7356642624183041
fou,word,8.0,1.0,2.0,1.0,5.0,1.0,1.0,0.0,3.0,0.0,0.0,22.0,0.36363636363636365,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.22727272727272727,0.045454545454545456,0.045454545454545456,0.0,0.13636363636363635,0.0,0.0,2.5337712560645573,0.7324241480635578
dans,word,51.0,1.0,30.0,68.0,16.0,32.0,4.0,1.0,2.0,8.0,0.0,213.0,0.23943661971830985,0.004694835680751174,0.14084507042253522,0.3192488262910798,0.07511737089201878,0.15023474178403756,0.018779342723004695,0.004694835680751174,0.009389671361502348,0.03755868544600939,0.0,2.530728946452012,0.7315447233638022
dans,lemma,51.0,1.0,30.0,68.0,16.0,32.0,4.0,1.0,2.0,8.0,0.0,213.0,0.23943661971830985,0.004694835680751174,0.14084507042253522,0.3192488262910798,0.07511737089201878,0.15023474178403756,0.018779342723004695,0.004694835680751174,0.009389671361502348,0.03755868544600939,0.0,2.530728946452012,0.7315447233638022
),punctuation,10.0,1.0,4.0,9.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,32.0,0.3125,0.03125,0.125,0.28125,0.09375,0.09375,0.03125,0.0,0.0,0.03125,0.0,2.523175594806832,0.7293613150823702
vrai,lemma,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,0.14285714285714285,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,2.5216406363433186,0.7289176125807096
récupérer,word,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,7.0,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,2.5216406363433186,0.7289176125807096
récupérer,lemma,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,7.0,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,2.5216406363433186,0.7289176125807096
corps,word,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,2.5216406363433186,0.7289176125807096
corps,lemma,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,2.5216406363433186,0.7289176125807096
vache,lemma,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,2.5216406363433186,0.7289176125807096
trois,word,2.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,14.0,0.14285714285714285,0.0,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.0,0.2857142857142857,0.0,2.521640636343318,0.7289176125807094
trois,lemma,2.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,14.0,0.14285714285714285,0.0,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.0,0.2857142857142857,0.0,2.521640636343318,0.7289176125807094
avance,word,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.0,2.521640636343318,0.7289176125807094
si,word,20.0,2.0,2.0,8.0,2.0,8.0,1.0,0.0,3.0,2.0,0.0,48.0,0.4166666666666667,0.041666666666666664,0.041666666666666664,0.16666666666666666,0.041666666666666664,0.16666666666666666,0.020833333333333332,0.0,0.0625,0.041666666666666664,0.0,2.5184323048896826,0.7279901968062941
si,lemma,20.0,2.0,2.0,8.0,2.0,8.0,1.0,0.0,3.0,2.0,0.0,48.0,0.4166666666666667,0.041666666666666664,0.041666666666666664,0.16666666666666666,0.041666666666666664,0.16666666666666666,0.020833333333333332,0.0,0.0625,0.041666666666666664,0.0,2.5184323048896826,0.7279901968062941
déjà,lemma,4.0,0.0,5.0,5.0,13.0,1.0,6.0,0.0,0.0,3.0,0.0,37.0,0.10810810810810811,0.0,0.13513513513513514,0.13513513513513514,0.35135135135135137,0.02702702702702703,0.16216216216216217,0.0,0.0,0.08108108108108109,0.0,2.517840938839809,0.7278192536817971
déjà,word,4.0,0.0,5.0,5.0,13.0,1.0,6.0,0.0,0.0,3.0,0.0,37.0,0.10810810810810811,0.0,0.13513513513513514,0.13513513513513514,0.35135135135135137,0.02702702702702703,0.16216216216216217,0.0,0.0,0.08108108108108109,0.0,2.517840938839809,0.7278192536817971
