marker_value,marker_type,Colere,Degout,Joie,Peur,Surprise,Tristesse,Admiration,Culpabilite,Embarras,Fierte,Jalousie,total_count,P(Colere),P(Degout),P(Joie),P(Peur),P(Surprise),P(Tristesse),P(Admiration),P(Culpabilite),P(Embarras),P(Fierte),P(Jalousie),entropy,normalized_entropy
voir,word,6.0,1.0,2.0,2.0,0.0,2.0,0,0.0,0.0,0.0,0.0,13.0,0.46153846153846156,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,2.045841640885174,0.5913808585963756
bien,word,7.0,1.0,4.0,0.0,0.0,2.0,0,0.0,0.0,1.0,0.0,15.0,0.4666666666666667,0.06666666666666667,0.26666666666666666,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,1.93012496531497,0.5579312378705911
bien,lemma,7.0,1.0,4.0,0.0,0.0,2.0,0,0.0,0.0,1.0,0.0,15.0,0.4666666666666667,0.06666666666666667,0.26666666666666666,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,1.93012496531497,0.5579312378705911
sa,word,25.0,20.0,8.0,0.0,0.0,2.0,0,0.0,6.0,0.0,0.0,61.0,0.4098360655737705,0.32786885245901637,0.13114754098360656,0.0,0.0,0.03278688524590164,0.0,0.0,0.09836065573770492,0.0,0.0,1.9300038679490783,0.5578962328815521
mes,word,1.0,2.0,2.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9182958340544893,0.5545118520972888
tout,lemma,13.0,9.0,1.0,1.0,0.0,3.0,0,0.0,0.0,1.0,0.0,28.0,0.4642857142857143,0.32142857142857145,0.03571428571428571,0.03571428571428571,0.0,0.10714285714285714,0.0,0.0,0.0,0.03571428571428571,0.0,1.9005717488083727,0.5493884424739767
être,lemma,75.0,21.0,10.0,3.0,0.0,16.0,0,0.0,0.0,5.0,1.0,131.0,0.5725190839694656,0.16030534351145037,0.07633587786259542,0.022900763358778626,0.0,0.12213740458015267,0.0,0.0,0.0,0.03816793893129771,0.007633587786259542,1.8961415008426492,0.5481078136152197
non,word,5.0,3.0,2.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,12.0,0.4166666666666667,0.25,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.8879185026711327,0.5457308340769579
non,lemma,5.0,3.0,2.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,12.0,0.4166666666666667,0.25,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.8879185026711327,0.5457308340769579
son,lemma,35.0,29.0,12.0,0.0,0.0,2.0,0,0.0,6.0,0.0,0.0,84.0,0.4166666666666667,0.34523809523809523,0.14285714285714285,0.0,0.0,0.023809523809523808,0.0,0.0,0.07142857142857142,0.0,0.0,1.8573688577221625,0.5369000062657107
suis,word,4.0,0.0,0.0,2.0,0.0,2.0,0,0.0,0.0,1.0,0.0,9.0,0.4444444444444444,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.0,1.836591668108979,0.5308940515588019
voir,lemma,16.0,7.0,2.0,2.0,0.0,3.0,0,0.0,0.0,0.0,0.0,30.0,0.5333333333333333,0.23333333333333334,0.06666666666666667,0.06666666666666667,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.8266781970562955,0.5280284157707505
personne,lemma,3.0,0.0,0.0,1.0,0.0,3.0,0,0.0,0.0,1.0,0.0,8.0,0.375,0.0,0.0,0.125,0.0,0.375,0.0,0.0,0.0,0.125,0.0,1.811278124459133,0.523576796460169
qu'elle,word,3.0,1.0,3.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,8.0,0.375,0.125,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,1.811278124459133,0.523576796460169
tout,word,3.0,0.0,0.0,1.0,0.0,3.0,0,0.0,0.0,1.0,0.0,8.0,0.375,0.0,0.0,0.125,0.0,0.375,0.0,0.0,0.0,0.125,0.0,1.811278124459133,0.523576796460169
laisse,word,8.0,2.0,1.0,0.0,0.0,2.0,0,0.0,0.0,0.0,1.0,14.0,0.5714285714285714,0.14285714285714285,0.07142857142857142,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.07142857142857142,1.807354922057604,0.522442736639361
comme,lemma,12.0,5.0,4.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,23.0,0.5217391304347826,0.21739130434782608,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,1.8005536741835049,0.5204767351038897
comme,word,12.0,5.0,4.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,23.0,0.5217391304347826,0.21739130434782608,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,1.8005536741835049,0.5204767351038897
croire,lemma,5.0,3.0,2.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11.0,0.45454545454545453,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.789929075309999,0.5174055372758225
t,lemma,19.0,6.0,3.0,1.0,0.0,0.0,0,0.0,1.0,0.0,2.0,32.0,0.59375,0.1875,0.09375,0.03125,0.0,0.0,0.0,0.0,0.03125,0.0,0.0625,1.782022335565046,0.5151199769247069
mon,lemma,13.0,3.0,2.0,1.0,1.0,0.0,0,0.0,0.0,1.0,0.0,21.0,0.6190476190476191,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,1.779907716207443,0.5145087148473729
il,lemma,24.0,9.0,4.0,0.0,0.0,6.0,0,0.0,0.0,0.0,1.0,44.0,0.5454545454545454,0.20454545454545456,0.09090909090909091,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.022727272727272728,1.7758361633051272,0.513331772114821
mec,lemma,5.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,10.0,0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.7609640474436812,0.5090327665263525
mec,word,5.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,10.0,0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.7609640474436812,0.5090327665263525
t,word,19.0,5.0,3.0,1.0,0.0,0.0,0,0.0,1.0,0.0,2.0,31.0,0.6129032258064516,0.16129032258064516,0.0967741935483871,0.03225806451612903,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.06451612903225806,1.7582237061278942,0.5082406302398529
parce,lemma,4.0,1.0,0.0,0.0,0.0,2.0,0,0.0,0.0,1.0,0.0,8.0,0.5,0.125,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.125,0.0,1.75,0.5058634460563037
parce,word,4.0,1.0,0.0,0.0,0.0,2.0,0,0.0,0.0,1.0,0.0,8.0,0.5,0.125,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.125,0.0,1.75,0.5058634460563037
une,word,15.0,3.0,1.0,1.0,0.0,1.0,0,0.0,0.0,3.0,0.0,24.0,0.625,0.125,0.041666666666666664,0.041666666666666664,0.0,0.041666666666666664,0.0,0.0,0.0,0.125,0.0,1.7469152532855432,0.5049717542830546
laisse,lemma,9.0,2.0,1.0,0.0,0.0,2.0,0,0.0,0.0,0.0,1.0,15.0,0.6,0.13333333333333333,0.06666666666666667,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,1.7382689280764647,0.5024724057882044
paul,word,16.0,13.0,2.0,0.0,0.0,3.0,0,0.0,0.0,0.0,1.0,35.0,0.45714285714285713,0.37142857142857144,0.05714285714285714,0.0,0.0,0.08571428571428572,0.0,0.0,0.0,0.0,0.02857142857142857,1.7332657644307474,0.5010261671579151
se,lemma,8.0,2.0,2.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,15.0,0.5333333333333333,0.13333333333333333,0.13333333333333333,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.7232314287976207,0.49812559367090997
se,word,8.0,2.0,2.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,15.0,0.5333333333333333,0.13333333333333333,0.13333333333333333,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.7232314287976207,0.49812559367090997
',punctuation,134.0,33.0,20.0,2.0,2.0,17.0,0,1.0,0.0,4.0,0.0,213.0,0.6291079812206573,0.15492957746478872,0.09389671361502347,0.009389671361502348,0.009389671361502348,0.07981220657276995,0.0,0.004694835680751174,0.0,0.018779342723004695,0.0,1.7194683636100003,0.4970378238860276
vous,word,61.0,14.0,5.0,3.0,0.0,9.0,0,0.0,0.0,4.0,0.0,96.0,0.6354166666666666,0.14583333333333334,0.052083333333333336,0.03125,0.0,0.09375,0.0,0.0,0.0,0.041666666666666664,0.0,1.7102562560365353,0.49437492761028223
paul,lemma,17.0,14.0,2.0,0.0,0.0,3.0,0,0.0,0.0,0.0,1.0,37.0,0.4594594594594595,0.3783783783783784,0.05405405405405406,0.0,0.0,0.08108108108108109,0.0,0.0,0.0,0.0,0.02702702702702703,1.7082445896228502,0.4937934256078008
mais,word,57.0,26.0,5.0,0.0,2.0,4.0,0,0.0,3.0,0.0,1.0,98.0,0.5816326530612245,0.2653061224489796,0.05102040816326531,0.0,0.02040816326530612,0.04081632653061224,0.0,0.0,0.030612244897959183,0.0,0.01020408163265306,1.7060293190574638,0.4931530688065703
mais,lemma,57.0,26.0,5.0,0.0,2.0,4.0,0,0.0,3.0,0.0,1.0,98.0,0.5816326530612245,0.2653061224489796,0.05102040816326531,0.0,0.02040816326530612,0.04081632653061224,0.0,0.0,0.030612244897959183,0.0,0.01020408163265306,1.7060293190574638,0.4931530688065703
vous,lemma,63.0,14.0,5.0,3.0,0.0,9.0,0,0.0,0.0,4.0,0.0,98.0,0.6428571428571429,0.14285714285714285,0.05102040816326531,0.030612244897959183,0.0,0.09183673469387756,0.0,0.0,0.0,0.04081632653061224,0.0,1.6885317106572257,0.48809512567337704
personne,word,5.0,0.0,0.0,1.0,0.0,3.0,0,0.0,0.0,1.0,0.0,10.0,0.5,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.1,0.0,1.6854752972273344,0.4872116240561098
me,word,11.0,6.0,0.0,2.0,0.0,2.0,0,0.0,0.0,0.0,0.0,21.0,0.5238095238095238,0.2857142857142857,0.0,0.09523809523809523,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,1.6511972890007982,0.47730305756158303
avoir,lemma,74.0,17.0,8.0,4.0,1.0,8.0,0,0.0,0.0,1.0,0.0,113.0,0.6548672566371682,0.1504424778761062,0.07079646017699115,0.035398230088495575,0.008849557522123894,0.07079646017699115,0.0,0.0,0.0,0.008849557522123894,0.0,1.6433080123461783,0.4750225451756415
de,lemma,108.0,55.0,7.0,3.0,0.0,4.0,0,0.0,0.0,5.0,4.0,186.0,0.5806451612903226,0.2956989247311828,0.03763440860215054,0.016129032258064516,0.0,0.021505376344086023,0.0,0.0,0.0,0.026881720430107527,0.021505376344086023,1.6277682363310721,0.470530542520816
c'est,word,19.0,6.0,7.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,34.0,0.5588235294117647,0.17647058823529413,0.20588235294117646,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,1.6206427761280366,0.4684708226047905
ce,word,11.0,4.0,4.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,20.0,0.55,0.2,0.2,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1.6192407046368487,0.468065533052705
bon,word,13.0,2.0,1.0,0.0,0.0,2.0,0,2.0,0.0,0.0,0.0,20.0,0.65,0.1,0.05,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,1.6166422780956526,0.46731441933587436
bon,lemma,13.0,2.0,1.0,0.0,0.0,2.0,0,2.0,0.0,0.0,0.0,20.0,0.65,0.1,0.05,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,1.6166422780956526,0.46731441933587436
allez,word,7.0,0.0,0.0,2.0,0.0,2.0,0,1.0,0.0,0.0,0.0,12.0,0.5833333333333334,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0,0.0,0.0,1.6140054628542204,0.46655220879607745
me,lemma,11.0,4.0,0.0,2.0,0.0,2.0,0,0.0,0.0,0.0,0.0,19.0,0.5789473684210527,0.21052631578947367,0.0,0.10526315789473684,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,1.613519734232519,0.46641180173640767
de,word,92.0,47.0,5.0,3.0,0.0,2.0,0,0.0,0.0,5.0,4.0,158.0,0.5822784810126582,0.2974683544303797,0.03164556962025317,0.0189873417721519,0.0,0.012658227848101266,0.0,0.0,0.0,0.03164556962025317,0.02531645569620253,1.6125937580686776,0.46614413459743237
taire,lemma,13.0,7.0,2.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,24.0,0.5416666666666666,0.2916666666666667,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,1.5950791344612634,0.461081272966332
",",punctuation,26.0,3.0,2.0,2.0,0.0,4.0,0,0.0,0.0,1.0,0.0,38.0,0.6842105263157895,0.07894736842105263,0.05263157894736842,0.05263157894736842,0.0,0.10526315789473684,0.0,0.0,0.0,0.02631578947368421,0.0,1.590919087816431,0.4598787498054692
pas,word,74.0,18.0,7.0,2.0,2.0,10.0,0,0.0,0.0,0.0,0.0,113.0,0.6548672566371682,0.1592920353982301,0.061946902654867256,0.017699115044247787,0.017699115044247787,0.08849557522123894,0.0,0.0,0.0,0.0,0.0,1.586294320948101,0.4585418923739147
pas,lemma,74.0,18.0,7.0,2.0,2.0,10.0,0,0.0,0.0,0.0,0.0,113.0,0.6548672566371682,0.1592920353982301,0.061946902654867256,0.017699115044247787,0.017699115044247787,0.08849557522123894,0.0,0.0,0.0,0.0,0.0,1.586294320948101,0.4585418923739147
suicider,lemma,2.0,0.0,0.0,2.0,0.0,2.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
grvvv,word,2.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
ptdrrr,word,2.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
croyais,word,2.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
channgé,word,2.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
sort,lemma,2.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
channger,lemma,2.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
jvais,word,2.0,0.0,0.0,2.0,0.0,2.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
jvai,lemma,2.0,0.0,0.0,2.0,0.0,2.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
sort,word,2.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
tai,word,2.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
suicider,word,2.0,0.0,0.0,2.0,0.0,2.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
voile,word,2.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
toiausssi,lemma,2.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
toiausssi,word,2.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
voile,lemma,2.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
grvvv,lemma,2.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
ptdrrr,lemma,2.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.584962500721156,0.4581569099913262
ce,lemma,12.0,4.0,4.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,21.0,0.5714285714285714,0.19047619047619047,0.19047619047619047,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,1.581862660461909,0.45726085520517373
son,word,5.0,4.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13.0,0.38461538461538464,0.3076923076923077,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5766212201074912,0.45574573915946837
grave,lemma,4.0,7.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,13.0,0.3076923076923077,0.5384615384615384,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,1.573402452417767,0.4548153066362806
un,lemma,51.0,20.0,2.0,2.0,0.0,3.0,0,0.0,0.0,4.0,0.0,82.0,0.6219512195121951,0.24390243902439024,0.024390243902439025,0.024390243902439025,0.0,0.036585365853658534,0.0,0.0,0.0,0.04878048780487805,0.0,1.5711234455881204,0.4541565259228916
aller,lemma,49.0,8.0,2.0,4.0,0.0,4.0,0,0.0,4.0,0.0,0.0,71.0,0.6901408450704225,0.11267605633802817,0.028169014084507043,0.056338028169014086,0.0,0.056338028169014086,0.0,0.0,0.056338028169014086,0.0,0.0,1.570581170749116,0.45399977334073816
est,word,12.0,5.0,1.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,21.0,0.5714285714285714,0.23809523809523808,0.047619047619047616,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.5645041853857053,0.45224313062212756
bande,lemma,7.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,15.0,0.4666666666666667,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,1.5628066316931741,0.4517524275588307
jte,word,3.0,3.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0,0.375,0.375,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.561278124459133,0.45131058988069694
jte,lemma,3.0,3.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0,0.375,0.375,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.561278124459133,0.45131058988069694
tai,lemma,3.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5566567074628228,0.44997470077931606
juive,word,7.0,3.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,12.0,0.5833333333333334,0.25,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,1.5510981710072647,0.44836792340420845
êtes,word,8.0,2.0,0.0,1.0,0.0,2.0,0,0.0,0.0,0.0,0.0,13.0,0.6153846153846154,0.15384615384615385,0.0,0.07692307692307693,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,1.5465935642949382,0.4470658000472794
a,word,49.0,14.0,6.0,1.0,0.0,4.0,0,0.0,0.0,1.0,0.0,75.0,0.6533333333333333,0.18666666666666668,0.08,0.013333333333333334,0.0,0.05333333333333334,0.0,0.0,0.0,0.013333333333333334,0.0,1.5363716734988329,0.4441110109596628
lui,lemma,29.0,5.0,4.0,0.0,2.0,0.0,0,0.0,1.0,1.0,0.0,42.0,0.6904761904761905,0.11904761904761904,0.09523809523809523,0.0,0.047619047619047616,0.0,0.0,0.0,0.023809523809523808,0.023809523809523808,0.0,1.523481962465989,0.44038504887866603
sont,word,2.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,1.0,5.0,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,1.5219280948873621,0.43993588041692927
t'es,word,12.0,6.0,1.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,21.0,0.5714285714285714,0.2857142857142857,0.047619047619047616,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,1.509968612636817,0.4364788147573236
pd,lemma,4.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.43359723947683176
avoir,word,4.0,0.0,0.0,2.0,0.0,2.0,0,0.0,0.0,0.0,0.0,8.0,0.5,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.5,0.43359723947683176
pd,word,4.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.0,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.43359723947683176
seul,lemma,4.0,2.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,8.0,0.5,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.5,0.43359723947683176
tu,word,69.0,22.0,3.0,4.0,0.0,6.0,0,0.0,1.0,0.0,0.0,105.0,0.6571428571428571,0.20952380952380953,0.02857142857142857,0.0380952380952381,0.0,0.05714285714285714,0.0,0.0,0.009523809523809525,0.0,0.0,1.4965279401975073,0.4325935891130589
arthur,word,5.0,4.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11.0,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4949188482339508,0.43212845722408394
arthur,lemma,5.0,4.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11.0,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4949188482339508,0.43212845722408394
ou,word,7.0,2.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,11.0,0.6363636363636364,0.18181818181818182,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,1.4911148500551858,0.4310288551512257
votre,word,7.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,2.0,0.0,11.0,0.6363636363636364,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.0,1.4911148500551854,0.4310288551512256
du,word,5.0,3.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,10.0,0.5,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.4854752972273344,0.42939865879253225
quoi,lemma,33.0,5.0,4.0,0.0,1.0,1.0,0,0.0,1.0,0.0,1.0,46.0,0.717391304347826,0.10869565217391304,0.08695652173913043,0.0,0.021739130434782608,0.021739130434782608,0.0,0.0,0.021739130434782608,0.0,0.021739130434782608,1.478460947072974,0.4273710568834292
quoi,word,33.0,5.0,4.0,0.0,1.0,1.0,0,0.0,1.0,0.0,1.0,46.0,0.717391304347826,0.10869565217391304,0.08695652173913043,0.0,0.021739130434782608,0.021739130434782608,0.0,0.0,0.021739130434782608,0.0,0.021739130434782608,1.478460947072974,0.4273710568834292
meme,word,11.0,8.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,23.0,0.4782608695652174,0.34782608695652173,0.0,0.0,0.0,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,1.4777468341000446,0.427164631940938
des,word,24.0,9.0,3.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,38.0,0.631578947368421,0.23684210526315788,0.07894736842105263,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.02631578947368421,0.0,1.476261394168532,0.4267352435051297
bande,word,10.0,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,20.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,1.4609640474436811,0.42231331863098615
meme,lemma,11.0,6.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,21.0,0.5238095238095238,0.2857142857142857,0.0,0.0,0.0,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,1.4607210985246075,0.42224309064389004
tomber,lemma,3.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,1.0,6.0,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,1.4591479170272448,0.42178833920758835
voit,word,3.0,2.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,6.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.4591479170272448,0.42178833920758835
