marker_value,spacy_count,stanza_count,total_count,match_key,lexicon_match_status,exact_lexicon_term,exact_lexicon_category,in_lexique_emotionnel,best_candidate_term,best_candidate_category,best_candidate_confidence,best_candidate_repair_type
affolée,0,0,2,affolee,repaired_high,,,False,affolé,peur,high,inflected_or_extended_marker
affreuse,0,0,2,affreuse,repaired_high,,,False,affres,peur,high,shared_long_stem_edit_distance
affreux,0,0,2,affreux,exact,affreux,peur,True,,,,
affront,0,0,2,affront,exact,affront,embarras,True,,,,
afin,0,0,2,afin,no_match,,,False,,,,
agace,0,0,2,agace,no_match,,,False,,,,
agacer,0,0,2,agacer,no_match,,,False,,,,
agaçant,0,0,2,agacant,no_match,,,False,,,,
agir,0,0,2,agir,no_match,,,False,,,,
agressif,0,0,2,agressif,no_match,,,False,,,,
agung,0,0,2,agung,no_match,,,False,,,,
air,0,0,2,air,no_match,,,False,,,,
ait,0,0,2,ait,no_match,,,False,,,,
ajouter,0,0,2,ajouter,no_match,,,False,,,,
alarmante,0,0,2,alarmante,repaired_high,,,False,alarmant,peur,high,inflected_or_extended_marker
alerte,0,0,2,alerte,exact,alerte,peur,True,,,,
alimentaire,0,0,2,alimentaire,no_match,,,False,,,,
amazonien,0,0,2,amazonien,no_match,,,False,,,,
amazonienne,0,0,2,amazonienne,no_match,,,False,,,,
amusantes,0,0,2,amusantes,repaired_high,,,False,amusant,joie,high,inflected_or_extended_marker
amusé,0,0,2,amuse,repaired_high,,,False,amuser,joie,high,truncated_prefix_marker
ancien,0,0,2,ancien,no_match,,,False,,,,
angoisses,0,0,2,angoisses,repaired_high,,,False,angoisse,peur,high,inflected_or_extended_marker
angoissé,0,0,2,angoisse,exact,angoisse,peur,True,,,,
année,0,0,2,annee,no_match,,,False,,,,
années,0,0,2,annees,no_match,,,False,,,,
anonymement,0,0,2,anonymement,no_match,,,False,,,,
anéanti,0,0,2,aneanti,no_match,,,False,,,,
anéantis,0,0,2,aneantis,no_match,,,False,,,,
apparition,0,0,2,apparition,no_match,,,False,,,,
apprendre,0,0,2,apprendre,no_match,,,False,,,,
apprécier,0,0,2,apprecier,no_match,,,False,,,,
apprécié,0,0,2,apprecie,no_match,,,False,,,,
après,0,0,2,apres,no_match,,,False,,,,
arbre,0,0,2,arbre,no_match,,,False,,,,
arme,0,0,2,arme,no_match,,,False,,,,
arriver,0,0,2,arriver,no_match,,,False,,,,
attaquent,0,0,2,attaquent,no_match,,,False,,,,
attaquer,0,0,2,attaquer,no_match,,,False,,,,
atterrer,0,0,2,atterrer,no_match,,,False,,,,
atterrés,0,0,2,atterres,no_match,,,False,,,,
attrister,0,0,2,attrister,exact,attrister,tristesse,True,,,,
aucun,0,0,2,aucun,no_match,,,False,aucun respect,embarras,medium,truncated_prefix_marker
autour,0,0,2,autour,no_match,,,False,,,,
avenir,0,0,2,avenir,no_match,,,False,,,,
avril,0,0,2,avril,no_match,,,False,,,,
baigner,0,0,2,baigner,no_match,,,False,,,,
banal,0,0,2,banal,no_match,,,False,,,,
bd,0,0,2,bd,no_match,,,False,,,,
beauté,0,0,2,beaute,no_match,,,False,,,,
blessent,0,0,2,blessent,no_match,,,False,,,,
boire,0,0,2,boire,no_match,,,False,,,,
bolos,0,0,2,bolos,no_match,,,False,,,,
brexit,0,0,2,brexit,no_match,,,False,,,,
bégayer,0,0,2,begayer,no_match,,,False,,,,
c'est,0,0,2,c'est,no_match,,,False,,,,
cas,0,0,2,cas,no_match,,,False,,,,
centrale,0,0,2,centrale,no_match,,,False,,,,
certaine,0,0,2,certaine,no_match,,,False,,,,
challenger,0,0,2,challenger,no_match,,,False,,,,
chambre,0,0,2,chambre,no_match,,,False,,,,
chanceux,0,0,2,chanceux,no_match,,,False,,,,
changement,0,0,2,changement,no_match,,,False,,,,
chapeau,0,0,2,chapeau,no_match,,,False,,,,
chercher,0,0,2,chercher,no_match,,,False,,,,
chien,0,0,2,chien,no_match,,,False,,,,
chirac,0,0,2,chirac,no_match,,,False,,,,
choquait,0,0,2,choquait,no_match,,,False,,,,
choquées,0,0,2,choquees,no_match,,,False,,,,
chouette,0,0,2,chouette,no_match,,,False,,,,
clinton,0,0,2,clinton,no_match,,,False,,,,
coeur,0,0,2,coeur,no_match,,,False,,,,
colonie,0,0,2,colonie,no_match,,,False,,,,
colérique,0,0,2,colerique,exact,colérique,colere,True,,,,
comment,0,0,2,comment,no_match,,,False,,,,
commun,0,0,2,commun,no_match,,,False,,,,
complot,0,0,2,complot,no_match,,,False,,,,
condition,0,0,2,condition,no_match,,,False,,,,
conditions,0,0,2,conditions,no_match,,,False,,,,
consoler,0,0,2,consoler,exact,consoler,apaisement,True,,,,
consternée,0,0,2,consternee,repaired_high,,,False,consterner,tristesse,high,shared_long_stem_edit_distance
contentes,0,0,2,contentes,repaired_high,,,False,contenter,joie,high,shared_long_stem_edit_distance
contradiction,0,0,2,contradiction,no_match,,,False,,,,
contrarie,0,0,2,contrarie,exact,contrarié,deplaisir,True,,,,
contrecœur,0,0,2,contrecœur,no_match,,,False,,,,
conversation,0,0,2,conversation,no_match,,,False,,,,
coqueluche,0,0,2,coqueluche,no_match,,,False,,,,
couvert,0,0,2,couvert,no_match,,,False,,,,
covid,0,0,2,covid,no_match,,,False,,,,
coût,0,0,2,cout,no_match,,,False,,,,
croiser,0,0,2,croiser,no_match,,,False,,,,
cyclone,0,0,2,cyclone,no_match,,,False,,,,
célébré,0,0,2,celebre,no_match,,,False,,,,
cérémonie,0,0,2,ceremonie,no_match,,,False,,,,
dangers,0,0,2,dangers,repaired_high,,,False,danger,peur,high,inflected_or_extended_marker
decu,0,0,2,decu,exact,déçu,deplaisir,True,,,,
dernier,0,0,2,dernier,no_match,,,False,,,,
derrière,0,0,2,derriere,no_match,,,False,,,,
desole,0,0,2,desole,no_match,,,False,,,,
dessin,0,0,2,dessin,no_match,,,False,,,,
deuil,0,0,2,deuil,exact,deuil,tristesse,True,,,,
deuxième,0,0,2,deuxieme,no_match,,,False,,,,
devant,0,0,2,devant,no_match,,,False,,,,
deçu,0,0,2,decu,exact,déçu,deplaisir,True,,,,
dictature,0,0,2,dictature,no_match,,,False,,,,
divertissement,0,0,2,divertissement,exact,divertissement,joie,True,,,,
doigt,0,0,2,doigt,no_match,,,False,,,,
doigts,0,0,2,doigts,no_match,,,False,,,,
dommage,0,0,2,dommage,no_match,,,False,,,,
drôles,0,0,2,droles,repaired_high,,,False,drôle,joie,high,inflected_or_extended_marker
déception,0,0,2,deception,exact,déception,deplaisir,True,,,,
déclenchement,0,0,2,declenchement,no_match,,,False,,,,
déforestation,0,0,2,deforestation,no_match,,,False,,,,
dégoute,0,0,2,degoute,exact,dégoûté,degout,True,,,,
dégoût,0,0,2,degout,exact,dégoût,degout,True,,,,
dégoûtant,0,0,2,degoutant,exact,dégoûtant,degout,True,,,,
déguster,0,0,2,deguster,no_match,,,False,,,,
dépenser,0,0,2,depenser,no_match,,,False,,,,
dépressif,0,0,2,depressif,no_match,,,False,,,,
déprime,0,0,2,deprime,exact,déprime,tristesse,True,,,,
déprimer,0,0,2,deprimer,exact,déprimer,tristesse,True,,,,
désapprouvent,0,0,2,desapprouvent,no_match,,,False,,,,
désespéré,0,0,2,desespere,exact,désespéré,tristesse,True,,,,
désespérés,0,0,2,desesperes,repaired_high,,,False,désespéré,tristesse,high,inflected_or_extended_marker
déshonorant,0,0,2,deshonorant,exact,déshonorant,embarras,True,,,,
désolé,0,0,2,desole,no_match,,,False,,,,
développement,0,0,2,developpement,no_match,,,False,,,,
effrayée,0,0,2,effrayee,repaired_high,,,False,effrayer,peur,high,shared_long_stem_edit_distance
effrayés,0,0,2,effrayes,repaired_high,,,False,effrayer,peur,high,shared_long_stem_edit_distance
elizabeth,0,0,2,elizabeth,no_match,,,False,,,,
embarrassée,0,0,2,embarrassee,no_match,,,False,,,,
embêté,0,0,2,embete,repaired_high,,,False,embêter,deplaisir,high,truncated_prefix_marker
embêtée,0,0,2,embetee,repaired_high,,,False,embêter,deplaisir,high,shared_long_stem_edit_distance
encourageant,0,0,2,encourageant,no_match,,,False,,,,
endeuillée,0,0,2,endeuillee,repaired_high,,,False,endeuiller,tristesse,high,shared_long_stem_edit_distance
endroit,0,0,2,endroit,no_match,,,False,,,,
enfants,0,0,2,enfants,no_match,,,False,,,,
ennui,0,0,2,ennui,exact,ennui,tristesse,True,,,,
ennuis,0,0,2,ennuis,repaired_high,,,False,ennui,tristesse,high,inflected_or_extended_marker
ensuite,0,0,2,ensuite,no_match,,,False,,,,
enthousiasmante,0,0,2,enthousiasmante,repaired_high,,,False,enthousiasmant,joie,high,inflected_or_extended_marker
er,0,0,2,er,no_match,,,False,,,,
etats-unis,0,0,2,etats-unis,no_match,,,False,,,,
exaspération,0,0,2,exasperation,exact,exaspération,colere,True,,,,
exceptionnels,0,0,2,exceptionnels,no_match,,,False,,,,
excitant,0,0,2,excitant,exact,excitant,comportement,True,,,,
exciter,0,0,2,exciter,exact,exciter,comportement,True,,,,
excitée,0,0,2,excitee,repaired_high,,,False,excité,comportement,high,inflected_or_extended_marker
exemple,0,0,2,exemple,no_match,,,False,,,,
exister,0,0,2,exister,no_match,,,False,,,,
exploitation,0,0,2,exploitation,no_match,,,False,,,,
exploiter,0,0,2,exploiter,no_match,,,False,,,,
exploits,0,0,2,exploits,no_match,,,False,,,,
expulsion,0,0,2,expulsion,no_match,,,False,,,,
extension,0,0,2,extension,no_match,,,False,,,,
facilement,0,0,2,facilement,no_match,,,False,,,,
faisant,0,0,2,faisant,no_match,,,False,,,,
famille,0,0,2,famille,no_match,,,False,,,,
fans,0,0,2,fans,no_match,,,False,,,,
fasciner,0,0,2,fasciner,no_match,,,False,,,,
fascinée,0,0,2,fascinee,no_match,,,False,,,,
festival,0,0,2,festival,no_match,,,False,,,,
feu,0,0,2,feu,no_match,,,False,,,,
fi,0,0,2,fi,no_match,,,False,,,,
fiere,0,0,2,fiere,no_match,,,False,fierté,fierte,medium,same_prefix_fuzzy
fiers,0,0,2,fiers,no_match,,,False,fier,fierte,medium,same_prefix_fuzzy
fierter,0,0,2,fierter,repaired_high,,,False,fierté,fierte,high,inflected_or_extended_marker
film,0,0,2,film,no_match,,,False,,,,
finir,0,0,2,finir,no_match,,,False,,,,
forme,0,0,2,forme,no_match,,,False,,,,
frappé,0,0,2,frappe,no_match,,,False,,,,
frayeur,0,0,2,frayeur,exact,frayeur,peur,True,,,,
frein,0,0,2,frein,no_match,,,False,,,,
froid,0,0,2,froid,no_match,,,False,,,,
frustrant,0,0,2,frustrant,exact,frustrant,deplaisir,True,,,,
fuir,0,0,2,fuir,no_match,,,False,,,,
fureur,0,0,2,fureur,exact,fureur,colere,True,,,,
féliciter,0,0,2,feliciter,repaired_high,,,False,félicité,joie,high,inflected_or_extended_marker
félicité,0,0,2,felicite,exact,félicité,joie,True,,,,
gaie,0,0,2,gaie,no_match,,,False,,,,
gaîment,0,0,2,gaiment,no_match,,,False,,,,
genre,0,0,2,genre,no_match,,,False,,,,
glace,0,0,2,glace,no_match,,,False,,,,
globalement,0,0,2,globalement,no_match,,,False,,,,
godzilla,0,0,2,godzilla,no_match,,,False,,,,
gouvernement,0,0,2,gouvernement,no_match,,,False,,,,
grognon,0,0,2,grognon,exact,grognon,colere,True,,,,
génia,0,0,2,genia,no_match,,,False,,,,
général,0,0,2,general,no_match,,,False,,,,
gênant,0,0,2,genant,no_match,,,False,,,,
habitant,0,0,2,habitant,no_match,,,False,,,,
habitants,0,0,2,habitants,no_match,,,False,,,,
hallucinant,0,0,2,hallucinant,no_match,,,False,,,,
hantise,0,0,2,hantise,no_match,,,False,,,,
happy,0,0,2,happy,no_match,,,False,,,,
harry,0,0,2,harry,no_match,,,False,,,,
hasard,0,0,2,hasard,no_match,,,False,,,,
hassan,0,0,2,hassan,no_match,,,False,,,,
hausse,0,0,2,hausse,no_match,,,False,,,,
haut,0,0,2,haut,no_match,,,False,,,,
hillary,0,0,2,hillary,no_match,,,False,,,,
hommes,0,0,2,hommes,no_match,,,False,,,,
homophobes,0,0,2,homophobes,no_match,,,False,,,,
homosexuel,0,0,2,homosexuel,no_match,,,False,,,,
honorer,0,0,2,honorer,exact,honorer,fierte,True,,,,
honteux,0,0,2,honteux,exact,honteux,embarras,True,,,,
horribles,0,0,2,horribles,repaired_high,,,False,horrible,peur,high,inflected_or_extended_marker
humanitaire,0,0,2,humanitaire,no_match,,,False,,,,
humiliant,0,0,2,humiliant,exact,humiliant,embarras,True,,,,
humiliante,0,0,2,humiliante,repaired_high,,,False,humiliant,embarras,high,inflected_or_extended_marker
humiliation,0,0,2,humiliation,exact,humiliation,embarras,True,,,,
humiliations,0,0,2,humiliations,repaired_high,,,False,humiliation,embarras,high,inflected_or_extended_marker
humilier,0,0,2,humilier,exact,humilier,embarras,True,,,,
héros,0,0,2,heros,no_match,,,False,,,,
identité,0,0,2,identite,no_match,,,False,,,,
idée,0,0,2,idee,no_match,,,False,,,,
idées,0,0,2,idees,no_match,,,False,,,,
ii,0,0,2,ii,no_match,,,False,,,,
imaginer,0,0,2,imaginer,no_match,,,False,,,,
impatient,0,0,2,impatient,no_match,,,False,,,,
impatiente,0,0,2,impatiente,no_match,,,False,,,,
impressionnante,0,0,2,impressionnante,no_match,,,False,,,,
impressionnés,0,0,2,impressionnes,no_match,,,False,,,,
inconfortable,0,0,2,inconfortable,no_match,,,False,,,,
infâme,0,0,2,infame,exact,infâme,dégoût,True,,,,
inquiétanter,0,0,2,inquietanter,repaired_high,,,False,inquiétant,peur,high,inflected_or_extended_marker
inquiété,0,0,2,inquiete,repaired_high,,,False,inquiéter,peur,high,truncated_prefix_marker
insolites,0,0,2,insolites,no_match,,,False,,,,
insécurité,0,0,2,insecurite,exact,insécurité,peur,True,,,,
intimider,0,0,2,intimider,exact,intimider,peur,True,,,,
intrigant,0,0,2,intrigant,no_match,,,False,,,,
intriguer,0,0,2,intriguer,no_match,,,False,,,,
intérieur,0,0,2,interieur,no_match,,,False,,,,
iran,0,0,2,iran,no_match,,,False,,,,
jacques,0,0,2,jacques,no_match,,,False,,,,
jalouse,0,0,2,jalouse,repaired_high,,,False,jalouser,jalousie,high,truncated_prefix_marker
jong,0,0,2,jong,no_match,,,False,,,,
jong-un,0,0,2,jong-un,no_match,,,False,,,,
jouer,0,0,2,jouer,no_match,,,False,,,,
joyeusement,0,0,2,joyeusement,exact,joyeusement,joie,True,,,,
jubile,0,0,2,jubile,repaired_high,,,False,jubiler,joie,high,truncated_prefix_marker
jubiles,0,0,2,jubiles,repaired_high,,,False,jubiler,joie,high,shared_long_stem_edit_distance
juif,0,0,2,juif,no_match,,,False,,,,
juifs,0,0,2,juifs,no_match,,,False,,,,
kiffer,0,0,2,kiffer,no_match,,,False,,,,
laisse,0,0,2,laisse,no_match,,,False,,,,
laisser,0,0,2,laisser,no_match,,,False,,,,
longtemps,0,0,2,longtemps,no_match,,,False,,,,
lutter,0,0,2,lutter,no_match,,,False,,,,
maillot,0,0,2,maillot,no_match,,,False,,,,
maladies,0,0,2,maladies,no_match,,,False,,,,
manger,0,0,2,manger,no_match,,,False,,,,
mariage,0,0,2,mariage,no_match,,,False,,,,
markle,0,0,2,markle,no_match,,,False,,,,
mars,0,0,2,mars,no_match,,,False,,,,
maximum,0,0,2,maximum,no_match,,,False,,,,
mdrrrrrr,0,0,2,mdrrrrrr,no_match,,,False,,,,
mdrrrrrrrrrrrrrrrr,0,0,2,mdrrrrrrrrrrrrrrrr,no_match,,,False,,,,
meghan,0,0,2,meghan,no_match,,,False,,,,
mer,0,0,2,mer,no_match,,,False,,,,
merci,0,0,2,merci,no_match,,,False,,,,
milieu,0,0,2,milieu,no_match,,,False,,,,
militaire,0,0,2,militaire,no_match,,,False,,,,
militaires,0,0,2,militaires,no_match,,,False,,,,
moche,0,0,2,moche,no_match,,,False,,,,
mont,0,0,2,mont,no_match,,,False,,,,
montrer,0,0,2,montrer,no_match,,,False,,,,
montée,0,0,2,montee,no_match,,,False,,,,
mortalité,0,0,2,mortalite,no_match,,,False,,,,
mouvement,0,0,2,mouvement,no_match,,,False,,,,
mskn,0,0,2,mskn,no_match,,,False,,,,
mystérieusement,0,0,2,mysterieusement,no_match,,,False,,,,
mène,0,0,2,mene,no_match,,,False,,,,
méfiant,0,0,2,mefiant,exact,méfiant,peur,True,,,,
mélancolie,0,0,2,melancolie,exact,mélancolie,tristesse,True,,,,
métier,0,0,2,metier,no_match,,,False,,,,
nap,0,0,2,nap,no_match,,,False,,,,
napoléon,0,0,2,napoleon,no_match,,,False,,,,
national,0,0,2,national,no_match,,,False,,,,
noir,0,0,2,noir,no_match,,,False,,,,
nom,0,0,2,nom,no_match,,,False,,,,
nombre,0,0,2,nombre,no_match,,,False,,,,
nostalgie,0,0,2,nostalgie,exact,nostalgie,tristesse,True,,,,
notamment,0,0,2,notamment,no_match,,,False,,,,
nt,0,0,2,nt,no_match,,,False,,,,
objectif,0,0,2,objectif,no_match,,,False,,,,
objet,0,0,2,objet,no_match,,,False,,,,
objets,0,0,2,objets,no_match,,,False,,,,
obligés,0,0,2,obliges,no_match,,,False,,,,
obéir,0,0,2,obeir,no_match,,,False,,,,
occasion,0,0,2,occasion,no_match,,,False,,,,
oeil,0,0,2,oeil,no_match,,,False,,,,
oncle,0,0,2,oncle,no_match,,,False,,,,
optimiste,0,0,2,optimiste,exact,optimiste,joie,True,,,,
oscar,0,0,2,oscar,no_match,,,False,,,,
oscars,0,0,2,oscars,no_match,,,False,,,,
ours,0,0,2,ours,no_match,,,False,,,,
paix,0,0,2,paix,exact,paix,apaisement,True,,,,
paranoïa,0,0,2,paranoia,no_match,,,False,,,,
paraître,0,0,2,paraitre,no_match,,,False,,,,
pardon,0,0,2,pardon,no_match,,,False,,,,
parmi,0,0,2,parmi,no_match,,,False,,,,
particularité,0,0,2,particularite,no_match,,,False,,,,
partie,0,0,2,partie,no_match,,,False,,,,
pavoise,0,0,2,pavoise,no_match,,,False,,,,
pavoises,0,0,2,pavoises,no_match,,,False,,,,
pd,0,0,2,pd,no_match,,,False,,,,
pen,0,0,2,pen,no_match,,,False,,,,
pension,0,0,2,pension,no_match,,,False,,,,
persécuter,0,0,2,persecuter,no_match,,,False,,,,
persécutées,0,0,2,persecutees,no_match,,,False,,,,
pestilentielle,0,0,2,pestilentielle,no_match,,,False,,,,
plaire,0,0,2,plaire,exact,plaire,amour,True,,,,
plaisanterie,0,0,2,plaisanterie,no_match,,,False,plaisant,amour,medium,inflected_or_extended_marker
plaît,0,0,2,plait,no_match,,,False,,,,
pleurer,0,0,2,pleurer,repaired_high,,,False,pleureur,comportement,high,shared_long_stem_edit_distance
pokémon,0,0,2,pokemon,no_match,,,False,,,,
police,0,0,2,police,no_match,,,False,,,,
politiques,0,0,2,politiques,no_match,,,False,,,,
polémique,0,0,2,polemique,no_match,,,False,,,,
portable,0,0,2,portable,no_match,,,False,,,,
porter,0,0,2,porter,no_match,,,False,,,,
porterait,0,0,2,porterait,no_match,,,False,,,,
pourrait,0,0,2,pourrait,no_match,,,False,,,,
poussin,0,0,2,poussin,no_match,,,False,,,,
prendre,0,0,2,prendre,no_match,,,False,,,,
prestigieuse,0,0,2,prestigieuse,no_match,,,False,,,,
prison,0,0,2,prison,no_match,,,False,,,,
produire,0,0,2,produire,no_match,,,False,,,,
produit,0,0,2,produit,no_match,,,False,,,,
produits,0,0,2,produits,no_match,,,False,,,,
profiter,0,0,2,profiter,no_match,,,False,,,,
projet,0,0,2,projet,no_match,,,False,,,,
provoquer,0,0,2,provoquer,exact,provoquer,non_specifiee,True,,,,
près,0,0,2,pres,no_match,,,False,,,,
présent,0,0,2,present,no_match,,,False,,,,
présidente,0,0,2,presidente,no_match,,,False,,,,
psychose,0,0,2,psychose,no_match,,,False,,,,
pu,0,0,2,pu,no_match,,,False,,,,
public,0,0,2,public,no_match,,,False,,,,
puissent,0,0,2,puissent,no_match,,,False,,,,
punition,0,0,2,punition,no_match,,,False,,,,
rabaisser,0,0,2,rabaisser,no_match,,,False,,,,
racisme,0,0,2,racisme,no_match,,,False,,,,
rage,0,0,2,rage,exact,rage,colere,True,,,,
ranger,0,0,2,ranger,no_match,,,False,,,,
rapportent,0,0,2,rapportent,no_match,,,False,,,,
rapporter,0,0,2,rapporter,no_match,,,False,,,,
rapprochement,0,0,2,rapprochement,no_match,,,False,,,,
ravis,0,0,2,ravis,no_match,,,False,ravi,joie,medium,same_prefix_fuzzy
redoutables,0,0,2,redoutables,repaired_high,,,False,redoutable,peur,high,inflected_or_extended_marker
redoutent,0,0,2,redoutent,repaired_high,,,False,redouter,peur,high,shared_long_stem_edit_distance
regret,0,0,2,regret,exact,regret,culpabilite,True,,,,
regrettable,0,0,2,regrettable,exact,regrettable,culpabilite,True,,,,
regrettaient,0,0,2,regrettaient,no_match,,,False,regret,culpabilite,medium,inflected_or_extended_marker
reine,0,0,2,reine,no_match,,,False,,,,
relais,0,0,2,relais,no_match,,,False,,,,
rencontrer,0,0,2,rencontrer,no_match,,,False,,,,
retrouver,0,0,2,retrouver,no_match,,,False,,,,
revenir,0,0,2,revenir,no_match,,,False,,,,
riche,0,0,2,riche,no_match,,,False,,,,
rir,0,0,2,rir,no_match,,,False,,,,
rohani,0,0,2,rohani,no_match,,,False,,,,
ronchonner,0,0,2,ronchonner,exact,ronchonner,colere,True,,,,
royal,0,0,2,royal,no_match,,,False,,,,
réagi,0,0,2,reagi,no_match,,,False,,,,
réalisable,0,0,2,realisable,no_match,,,False,,,,
réaliser,0,0,2,realiser,no_match,,,False,,,,
réclamer,0,0,2,reclamer,no_match,,,False,,,,
récréation,0,0,2,recreation,no_match,,,False,,,,
région,0,0,2,region,no_match,,,False,,,,
réjouit,0,0,2,rejouit,repaired_high,,,False,réjouir,joie,high,shared_long_stem_edit_distance
répression,0,0,2,repression,no_match,,,False,,,,
réunir,0,0,2,reunir,no_match,,,False,,,,
réussir,0,0,2,reussir,no_match,,,False,,,,
réveiller,0,0,2,reveiller,no_match,,,False,,,,
révolte,0,0,2,revolte,exact,révolte,colere,True,,,,
révolté,0,0,2,revolte,exact,révolte,colere,True,,,,
rêve,0,0,2,reve,no_match,,,False,,,,
s'étonner,0,0,2,s'etonner,no_match,,,False,,,,
salle,0,0,2,salle,no_match,,,False,,,,
salles,0,0,2,salles,no_match,,,False,,,,
saucisson,0,0,2,saucisson,no_match,,,False,,,,
scandaliser,0,0,2,scandaliser,exact,scandaliser,colere,True,,,,
scandalisé,0,0,2,scandalise,repaired_high,,,False,scandaliser,colere,high,truncated_prefix_marker
second,0,0,2,second,no_match,,,False,,,,
seize,0,0,2,seize,no_match,,,False,,,,
sens,0,0,2,sens,no_match,,,False,,,,
sentiment,0,0,2,sentiment,exact,sentiment,non_specifiee,True,,,,
service,0,0,2,service,no_match,,,False,,,,
servir,0,0,2,servir,no_match,,,False,,,,
seul,0,0,2,seul,no_match,,,False,,,,
situation,0,0,2,situation,no_match,,,False,,,,
slip,0,0,2,slip,no_match,,,False,,,,
somme,0,0,2,somme,no_match,,,False,,,,
sortent,0,0,2,sortent,no_match,,,False,,,,
sortir,0,0,2,sortir,no_match,,,False,,,,
souffert,0,0,2,souffert,no_match,,,False,,,,
souffle,0,0,2,souffle,no_match,,,False,,,,
sourire,0,0,2,sourire,exact,sourire,comportement,True,,,,
stresse,0,0,2,stresse,exact,stressé,peur,True,,,,
stupeur,0,0,2,stupeur,no_match,,,False,,,,
stupéfaire,0,0,2,stupefaire,no_match,,,False,,,,
stupéfaite,0,0,2,stupefaite,no_match,,,False,,,,
stupéfaits,0,0,2,stupefaits,no_match,,,False,,,,
submersion,0,0,2,submersion,no_match,,,False,,,,
succulent,0,0,2,succulent,no_match,,,False,,,,
sud,0,0,2,sud,no_match,,,False,,,,
suffisamment,0,0,2,suffisamment,no_match,,,False,,,,
suffit,0,0,2,suffit,no_match,,,False,,,,
suite,0,0,2,suite,no_match,,,False,,,,
sujet,0,0,2,sujet,no_match,,,False,,,,
surveillance,0,0,2,surveillance,no_match,,,False,,,,
susceptible,0,0,2,susceptible,exact,susceptible,orgueil,True,,,,
système,0,0,2,systeme,no_match,,,False,,,,
sécurité,0,0,2,securite,no_match,,,False,,,,
sérieusement,0,0,2,serieusement,no_match,,,False,,,,
sévère,0,0,2,severe,no_match,,,False,,,,
sévères,0,0,2,severes,no_match,,,False,,,,
t'inquiète,0,0,2,t'inquiete,no_match,,,False,,,,
technologie,0,0,2,technologie,no_match,,,False,,,,
terrasser,0,0,2,terrasser,no_match,,,False,,,,
terrassés,0,0,2,terrasses,no_match,,,False,,,,
terreur,0,0,2,terreur,exact,terreur,peur,True,,,,
terribles,0,0,2,terribles,repaired_high,,,False,terrible,peur,high,inflected_or_extended_marker
territoire,0,0,2,territoire,no_match,,,False,,,,
terroristes,0,0,2,terroristes,repaired_high,,,False,terroriser,peur,high,shared_long_stem_edit_distance
top,0,0,2,top,no_match,,,False,,,,
tort,0,0,2,tort,no_match,,,False,,,,
totalement,0,0,2,totalement,no_match,,,False,,,,
toucher,0,0,2,toucher,no_match,,,False,,,,
tour,0,0,2,tour,no_match,,,False,,,,
trac,0,0,2,trac,exact,trac,peur,True,,,,
train,0,0,2,train,no_match,,,False,,,,
traite,0,0,2,traite,no_match,,,False,,,,
tranche,0,0,2,tranche,no_match,,,False,,,,
transformer,0,0,2,transformer,no_match,,,False,,,,
troublée,0,0,2,troublee,repaired_high,,,False,trouble,surprise,high,inflected_or_extended_marker
trouver,0,0,2,trouver,no_match,,,False,,,,
truc,0,0,2,truc,no_match,,,False,,,,
trône,0,0,2,trone,no_match,,,False,,,,
tsunami,0,0,2,tsunami,no_match,,,False,,,,
tuer,0,0,2,tuer,no_match,,,False,,,,
téléphone,0,0,2,telephone,no_match,,,False,,,,
télévision,0,0,2,television,no_match,,,False,,,,
ue,0,0,2,ue,no_match,,,False,,,,
urgent,0,0,2,urgent,no_match,,,False,,,,
utilisation,0,0,2,utilisation,no_match,,,False,,,,
vaccin,0,0,2,vaccin,no_match,,,False,,,,
vague,0,0,2,vague,no_match,,,False,,,,
vaincre,0,0,2,vaincre,no_match,,,False,,,,
ventre,0,0,2,ventre,no_match,,,False,,,,
verre,0,0,2,verre,no_match,,,False,,,,
vex,0,0,2,vex,no_match,,,False,,,,
victimes,0,0,2,victimes,no_match,,,False,,,,
vienne,0,0,2,vienne,no_match,,,False,,,,
village,0,0,2,village,no_match,,,False,,,,
voie,0,0,2,voie,no_match,,,False,,,,
volcan,0,0,2,volcan,no_match,,,False,,,,
vote,0,0,2,vote,no_match,,,False,,,,
vénère,0,0,2,venere,repaired_high,,,False,vénérer,amour,high,truncated_prefix_marker
vénérer,0,0,2,venerer,exact,vénérer,amour,True,,,,
william,0,0,2,william,no_match,,,False,,,,
yeux,0,0,2,yeux,no_match,,,False,,,,
ébahie,0,0,2,ebahie,repaired_high,,,False,ébahi,surprise,high,inflected_or_extended_marker
économie,0,0,2,economie,no_match,,,False,,,,
égard,0,0,2,egard,exact,égard,admiration,True,,,,
égayer,0,0,2,egayer,exact,égayer,joie,True,,,,
électoral,0,0,2,electoral,no_match,,,False,,,,
électorale,0,0,2,electorale,no_match,,,False,,,,
électrique,0,0,2,electrique,no_match,,,False,,,,
éliminer,0,0,2,eliminer,no_match,,,False,,,,
énervé,0,0,2,enerve,exact,énervé,colere,True,,,,
épanouir,0,0,2,epanouir,no_match,,,False,,,,
épanouissant,0,0,2,epanouissant,no_match,,,False,,,,
épaté,0,0,2,epate,no_match,,,False,,,,
épatés,0,0,2,epates,no_match,,,False,,,,
épidémie,0,0,2,epidemie,no_match,,,False,,,,
équipage,0,0,2,equipage,no_match,,,False,,,,
états-unis,0,0,2,etats-unis,no_match,,,False,,,,
